"","dual_sim","three_g","wifi","sc_h","sc_w","talk_time","blue","four_g","touch_screen","battery_power","clock_speed","fc","int_memory","m_dep","mobile_wt","n_cores","pc","px_height","px_width","ram","price_range"
"602","1","1","1","(13.4,16.2]","(7.2,10.8]","(8,11]","1","1","0","(1.5e+03,1.6e+03]","[0.497,1]","[-0.019,3.8]","(39.2,45.4]","(0.64,0.82]","[79.9,92]","(2.75,4.5]","(16,20]","(784,1.18e+03]","(1.7e+03,1.85e+03]","(3.62e+03,4e+03]","3"
"619","1","1","1","(10.6,13.4]","[-0.018,3.6]","(17,20]","0","0","0","(800,900]","(1.5,2]","[-0.019,3.8]","(14.4,20.6]","[0.0991,0.28]","(164,176]","(4.5,6.25]","(4,8]","(784,1.18e+03]","(949,1.1e+03]","(3.62e+03,4e+03]","3"
"635","1","1","1","(10.6,13.4]","[-0.018,3.6]","(8,11]","0","0","1","(1.3e+03,1.4e+03]","(2.5,3]","(11.4,15.2]","(8.2,14.4]","(0.46,0.64]","[79.9,92]","(4.5,6.25]","(16,20]","(1.18e+03,1.57e+03]","(1.85e+03,2e+03]","(2.87e+03,3.25e+03]","3"
"637","1","0","0","(13.4,16.2]","(7.2,10.8]","(11,14]","1","0","0","[500,601]","[0.497,1]","[-0.019,3.8]","(8.2,14.4]","(0.28,0.46]","(104,116]","(6.25,8.01]","(4,8]","(1.18e+03,1.57e+03]","(1.85e+03,2e+03]","(3.62e+03,4e+03]","3"
"649","1","1","0","[4.99,7.8]","[-0.018,3.6]","(17,20]","1","0","1","(1.1e+03,1.2e+03]","[0.497,1]","[-0.019,3.8]","(51.6,57.8]","(0.46,0.64]","(116,128]","(2.75,4.5]","(12,16]","[-1.96,392]","(650,799]","(3.62e+03,4e+03]","3"
"677","0","1","0","(16.2,19]","(10.8,14.4]","(11,14]","0","1","0","(1e+03,1.1e+03]","[0.497,1]","[-0.019,3.8]","(57.8,64.1]","(0.82,1]","(92,104]","[0.993,2.75]","(4,8]","(1.57e+03,1.96e+03]","(1.7e+03,1.85e+03]","(3.62e+03,4e+03]","3"
"679","1","1","1","(13.4,16.2]","(10.8,14.4]","(14,17]","0","0","1","(1.7e+03,1.8e+03]","(1.5,2]","(7.6,11.4]","(8.2,14.4]","(0.46,0.64]","(164,176]","(4.5,6.25]","(16,20]","(784,1.18e+03]","(1.4e+03,1.55e+03]","(3.25e+03,3.62e+03]","3"
"693","0","0","1","(10.6,13.4]","(7.2,10.8]","[1.98,5]","0","0","0","(700,800]","(1,1.5]","[-0.019,3.8]","(33,39.2]","(0.28,0.46]","(188,200]","(4.5,6.25]","(4,8]","[-1.96,392]","(1.55e+03,1.7e+03]","(3.25e+03,3.62e+03]","3"
"697","0","1","1","(7.8,10.6]","[-0.018,3.6]","(5,8]","0","0","0","(1.3e+03,1.4e+03]","(1,1.5]","[-0.019,3.8]","(39.2,45.4]","(0.28,0.46]","(104,116]","(4.5,6.25]","(4,8]","[-1.96,392]","[499,650]","(3.62e+03,4e+03]","3"
"702","0","0","0","[4.99,7.8]","(3.6,7.2]","[1.98,5]","1","0","1","(1.7e+03,1.8e+03]","(1,1.5]","[-0.019,3.8]","(57.8,64.1]","(0.64,0.82]","(128,140]","[0.993,2.75]","[-0.02,4]","(392,784]","(799,949]","(2.87e+03,3.25e+03]","3"
"709","1","0","1","(16.2,19]","[-0.018,3.6]","(8,11]","1","0","1","(900,1e+03]","(2.5,3]","[-0.019,3.8]","(33,39.2]","(0.46,0.64]","(164,176]","[0.993,2.75]","(12,16]","(1.18e+03,1.57e+03]","(1.85e+03,2e+03]","(3.62e+03,4e+03]","3"
"741","1","0","1","(16.2,19]","(7.2,10.8]","(17,20]","1","0","1","(1e+03,1.1e+03]","(2.5,3]","[-0.019,3.8]","(33,39.2]","[0.0991,0.28]","(140,152]","(4.5,6.25]","(8,12]","(784,1.18e+03]","(1.1e+03,1.25e+03]","(3.62e+03,4e+03]","3"
"764","0","1","0","(10.6,13.4]","[-0.018,3.6]","[1.98,5]","1","0","0","(1.7e+03,1.8e+03]","(1.5,2]","[-0.019,3.8]","(8.2,14.4]","(0.64,0.82]","(140,152]","(6.25,8.01]","[-0.02,4]","(392,784]","(1.85e+03,2e+03]","(3.25e+03,3.62e+03]","3"
"778","0","1","1","(7.8,10.6]","[-0.018,3.6]","(5,8]","0","1","1","(1.7e+03,1.8e+03]","[0.497,1]","(7.6,11.4]","(57.8,64.1]","(0.64,0.82]","(152,164]","(6.25,8.01]","(8,12]","[-1.96,392]","(1.55e+03,1.7e+03]","(2.5e+03,2.87e+03]","3"
"787","0","1","0","(7.8,10.6]","[-0.018,3.6]","(11,14]","1","1","1","(700,800]","(2.5,3]","(3.8,7.6]","(51.6,57.8]","(0.82,1]","(116,128]","(2.75,4.5]","(16,20]","[-1.96,392]","(799,949]","(3.62e+03,4e+03]","3"
"788","1","1","1","(10.6,13.4]","(7.2,10.8]","[1.98,5]","1","1","0","(1.8e+03,1.9e+03]","(1,1.5]","[-0.019,3.8]","(39.2,45.4]","(0.64,0.82]","(176,188]","[0.993,2.75]","(8,12]","[-1.96,392]","[499,650]","(3.62e+03,4e+03]","3"
"790","0","1","0","(16.2,19]","(10.8,14.4]","(11,14]","0","1","0","(1.6e+03,1.7e+03]","(1.5,2]","(7.6,11.4]","(51.6,57.8]","(0.28,0.46]","(176,188]","(2.75,4.5]","(16,20]","(784,1.18e+03]","(1.25e+03,1.4e+03]","(3.62e+03,4e+03]","3"
"792","0","1","1","(10.6,13.4]","[-0.018,3.6]","[1.98,5]","0","1","0","(1.5e+03,1.6e+03]","[0.497,1]","[-0.019,3.8]","(20.6,26.8]","(0.64,0.82]","(188,200]","(4.5,6.25]","(4,8]","[-1.96,392]","(1.85e+03,2e+03]","(2.87e+03,3.25e+03]","3"
"800","1","1","0","(13.4,16.2]","[-0.018,3.6]","(8,11]","0","0","0","(1.5e+03,1.6e+03]","(2,2.5]","[-0.019,3.8]","(20.6,26.8]","(0.64,0.82]","(152,164]","(2.75,4.5]","(16,20]","[-1.96,392]","(1.25e+03,1.4e+03]","(3.62e+03,4e+03]","3"
"807","1","1","0","(7.8,10.6]","[-0.018,3.6]","[1.98,5]","0","0","0","(1.5e+03,1.6e+03]","(2,2.5]","[-0.019,3.8]","(20.6,26.8]","[0.0991,0.28]","(104,116]","(2.75,4.5]","(16,20]","(1.18e+03,1.57e+03]","(1.85e+03,2e+03]","(3.62e+03,4e+03]","3"
"808","0","1","1","[4.99,7.8]","[-0.018,3.6]","(11,14]","0","1","1","(1.3e+03,1.4e+03]","(1,1.5]","(3.8,7.6]","(8.2,14.4]","(0.46,0.64]","(152,164]","[0.993,2.75]","(8,12]","[-1.96,392]","(799,949]","(3.62e+03,4e+03]","3"
"809","0","1","1","(10.6,13.4]","[-0.018,3.6]","(8,11]","0","1","0","(1.8e+03,1.9e+03]","(1,1.5]","(3.8,7.6]","(8.2,14.4]","(0.64,0.82]","(188,200]","[0.993,2.75]","(16,20]","(392,784]","(1.1e+03,1.25e+03]","(3.62e+03,4e+03]","3"
"823","1","1","0","(13.4,16.2]","(7.2,10.8]","(8,11]","0","0","0","(800,900]","(1.5,2]","[-0.019,3.8]","(8.2,14.4]","(0.28,0.46]","(164,176]","(6.25,8.01]","[-0.02,4]","(392,784]","(1.25e+03,1.4e+03]","(3.62e+03,4e+03]","3"
"825","0","0","1","[4.99,7.8]","[-0.018,3.6]","(17,20]","1","0","0","(1.7e+03,1.8e+03]","[0.497,1]","(3.8,7.6]","(20.6,26.8]","(0.64,0.82]","[79.9,92]","(4.5,6.25]","(16,20]","(1.18e+03,1.57e+03]","(1.55e+03,1.7e+03]","(2.13e+03,2.5e+03]","3"
"828","0","1","0","(13.4,16.2]","(7.2,10.8]","(11,14]","0","1","0","(1.6e+03,1.7e+03]","[0.497,1]","(3.8,7.6]","(26.8,33]","(0.82,1]","(92,104]","(4.5,6.25]","(4,8]","(392,784]","[499,650]","(3.25e+03,3.62e+03]","3"
"832","1","0","1","(7.8,10.6]","[-0.018,3.6]","(5,8]","1","0","0","(1.8e+03,1.9e+03]","[0.497,1]","[-0.019,3.8]","(26.8,33]","(0.46,0.64]","[79.9,92]","[0.993,2.75]","(12,16]","(392,784]","(1.1e+03,1.25e+03]","(2.5e+03,2.87e+03]","3"
"834","1","0","0","(10.6,13.4]","(10.8,14.4]","(14,17]","1","0","1","(1.3e+03,1.4e+03]","(1.5,2]","(3.8,7.6]","(8.2,14.4]","[0.0991,0.28]","(104,116]","(6.25,8.01]","(4,8]","(784,1.18e+03]","(1.1e+03,1.25e+03]","(2.87e+03,3.25e+03]","3"
"837","1","0","1","(16.2,19]","(7.2,10.8]","(14,17]","1","0","1","(900,1e+03]","[0.497,1]","[-0.019,3.8]","(57.8,64.1]","(0.64,0.82]","(116,128]","(4.5,6.25]","(12,16]","[-1.96,392]","(1.25e+03,1.4e+03]","(3.62e+03,4e+03]","3"
"840","1","1","1","(16.2,19]","(3.6,7.2]","(11,14]","0","1","1","(1.1e+03,1.2e+03]","(1,1.5]","[-0.019,3.8]","(45.4,51.6]","(0.46,0.64]","(188,200]","[0.993,2.75]","(4,8]","(392,784]","(1.55e+03,1.7e+03]","(3.25e+03,3.62e+03]","3"
"845","0","1","0","[4.99,7.8]","[-0.018,3.6]","(11,14]","0","0","0","(1.9e+03,2e+03]","[0.497,1]","(3.8,7.6]","(45.4,51.6]","(0.28,0.46]","(92,104]","(2.75,4.5]","(8,12]","[-1.96,392]","(650,799]","(2.87e+03,3.25e+03]","3"
"848","1","1","0","(13.4,16.2]","(10.8,14.4]","(14,17]","1","1","1","(1.8e+03,1.9e+03]","(1.5,2]","(11.4,15.2]","(14.4,20.6]","(0.64,0.82]","(128,140]","(4.5,6.25]","(16,20]","[-1.96,392]","[499,650]","(2.87e+03,3.25e+03]","3"
"872","0","1","0","(10.6,13.4]","(3.6,7.2]","[1.98,5]","1","1","0","(700,800]","(1.5,2]","(3.8,7.6]","(8.2,14.4]","(0.64,0.82]","(164,176]","[0.993,2.75]","(12,16]","(784,1.18e+03]","(1.1e+03,1.25e+03]","(3.25e+03,3.62e+03]","3"
"878","0","1","1","(16.2,19]","[-0.018,3.6]","(14,17]","0","0","1","(1.4e+03,1.5e+03]","[0.497,1]","[-0.019,3.8]","(45.4,51.6]","(0.46,0.64]","[79.9,92]","(4.5,6.25]","(16,20]","(784,1.18e+03]","(1.55e+03,1.7e+03]","(2.5e+03,2.87e+03]","3"
"880","1","1","0","(10.6,13.4]","(7.2,10.8]","(14,17]","0","0","0","(900,1e+03]","(2,2.5]","(3.8,7.6]","(14.4,20.6]","[0.0991,0.28]","(128,140]","[0.993,2.75]","(8,12]","(784,1.18e+03]","(1.7e+03,1.85e+03]","(3.25e+03,3.62e+03]","3"
"889","0","1","0","(16.2,19]","(3.6,7.2]","(14,17]","0","0","0","(1.5e+03,1.6e+03]","(2.5,3]","(7.6,11.4]","[1.94,8.2]","(0.82,1]","(188,200]","[0.993,2.75]","(16,20]","[-1.96,392]","(650,799]","(3.25e+03,3.62e+03]","3"
"896","1","1","1","[4.99,7.8]","[-0.018,3.6]","(17,20]","1","1","0","(1.7e+03,1.8e+03]","(2,2.5]","[-0.019,3.8]","(45.4,51.6]","(0.46,0.64]","(92,104]","(2.75,4.5]","(8,12]","(392,784]","(1.85e+03,2e+03]","(3.25e+03,3.62e+03]","3"
"901","0","0","1","(16.2,19]","[-0.018,3.6]","(17,20]","0","0","1","(1e+03,1.1e+03]","[0.497,1]","[-0.019,3.8]","(45.4,51.6]","(0.28,0.46]","(128,140]","(6.25,8.01]","(16,20]","[-1.96,392]","(1.55e+03,1.7e+03]","(3.62e+03,4e+03]","3"
"907","1","1","1","(10.6,13.4]","(7.2,10.8]","(8,11]","1","1","1","(1.9e+03,2e+03]","(1,1.5]","(3.8,7.6]","(26.8,33]","(0.46,0.64]","(116,128]","[0.993,2.75]","(8,12]","[-1.96,392]","(1.1e+03,1.25e+03]","(3.62e+03,4e+03]","3"
"919","1","1","0","[4.99,7.8]","[-0.018,3.6]","(11,14]","0","1","0","(900,1e+03]","[0.497,1]","[-0.019,3.8]","[1.94,8.2]","(0.46,0.64]","(152,164]","(6.25,8.01]","[-0.02,4]","(784,1.18e+03]","(1.55e+03,1.7e+03]","(3.25e+03,3.62e+03]","3"
"937","0","1","1","(16.2,19]","(10.8,14.4]","(8,11]","0","0","0","(800,900]","[0.497,1]","[-0.019,3.8]","(33,39.2]","(0.46,0.64]","[79.9,92]","(4.5,6.25]","[-0.02,4]","(1.18e+03,1.57e+03]","(1.4e+03,1.55e+03]","(3.62e+03,4e+03]","3"
"953","0","0","0","(13.4,16.2]","(7.2,10.8]","(8,11]","1","0","0","(1.4e+03,1.5e+03]","(2,2.5]","(7.6,11.4]","(33,39.2]","(0.28,0.46]","(92,104]","(6.25,8.01]","(12,16]","(392,784]","(799,949]","(3.62e+03,4e+03]","3"
"958","1","1","1","(10.6,13.4]","(3.6,7.2]","(17,20]","1","1","0","(1.7e+03,1.8e+03]","(2,2.5]","[-0.019,3.8]","(51.6,57.8]","(0.82,1]","(92,104]","(2.75,4.5]","[-0.02,4]","[-1.96,392]","(1.4e+03,1.55e+03]","(2.87e+03,3.25e+03]","3"
"979","0","0","1","(16.2,19]","[-0.018,3.6]","(14,17]","0","0","1","(1.3e+03,1.4e+03]","[0.497,1]","(3.8,7.6]","(57.8,64.1]","(0.28,0.46]","[79.9,92]","[0.993,2.75]","(4,8]","(1.57e+03,1.96e+03]","(1.85e+03,2e+03]","(2.87e+03,3.25e+03]","3"
"982","1","1","1","(16.2,19]","(10.8,14.4]","(8,11]","1","1","1","(1e+03,1.1e+03]","(2.5,3]","[-0.019,3.8]","(57.8,64.1]","[0.0991,0.28]","(92,104]","(6.25,8.01]","[-0.02,4]","[-1.96,392]","(949,1.1e+03]","(3.62e+03,4e+03]","3"
"989","1","1","1","(16.2,19]","(7.2,10.8]","(14,17]","1","1","0","(1.4e+03,1.5e+03]","[0.497,1]","(3.8,7.6]","(39.2,45.4]","(0.28,0.46]","(92,104]","(4.5,6.25]","(4,8]","(1.57e+03,1.96e+03]","(1.85e+03,2e+03]","(2.87e+03,3.25e+03]","3"
"996","1","1","0","(10.6,13.4]","(10.8,14.4]","(14,17]","0","0","1","(1.4e+03,1.5e+03]","(1.5,2]","(3.8,7.6]","(45.4,51.6]","[0.0991,0.28]","(188,200]","(2.75,4.5]","(16,20]","(1.18e+03,1.57e+03]","(1.4e+03,1.55e+03]","(3.62e+03,4e+03]","3"
"1000","0","0","1","[4.99,7.8]","[-0.018,3.6]","(5,8]","1","0","1","(1.7e+03,1.8e+03]","(2.5,3]","[-0.019,3.8]","(14.4,20.6]","(0.46,0.64]","(176,188]","(4.5,6.25]","(4,8]","(392,784]","[499,650]","(3.62e+03,4e+03]","3"
"1006","0","0","1","(10.6,13.4]","(3.6,7.2]","(14,17]","1","0","0","(1.2e+03,1.3e+03]","(2,2.5]","[-0.019,3.8]","(57.8,64.1]","(0.46,0.64]","(92,104]","(4.5,6.25]","[-0.02,4]","(1.18e+03,1.57e+03]","(1.7e+03,1.85e+03]","(3.25e+03,3.62e+03]","3"
"1009","1","0","0","(7.8,10.6]","[-0.018,3.6]","(5,8]","0","0","0","(1.9e+03,2e+03]","(1,1.5]","[-0.019,3.8]","(26.8,33]","(0.28,0.46]","(164,176]","(6.25,8.01]","(4,8]","(784,1.18e+03]","(1.25e+03,1.4e+03]","(2.5e+03,2.87e+03]","3"
"1018","0","1","1","(10.6,13.4]","(10.8,14.4]","(8,11]","0","1","1","(1.2e+03,1.3e+03]","[0.497,1]","[-0.019,3.8]","(26.8,33]","(0.46,0.64]","(128,140]","[0.993,2.75]","(4,8]","(1.57e+03,1.96e+03]","(1.85e+03,2e+03]","(2.13e+03,2.5e+03]","3"
"1019","0","0","1","(10.6,13.4]","[-0.018,3.6]","(5,8]","1","0","0","(1e+03,1.1e+03]","[0.497,1]","(11.4,15.2]","(57.8,64.1]","(0.64,0.82]","(176,188]","(6.25,8.01]","(16,20]","(1.18e+03,1.57e+03]","(1.7e+03,1.85e+03]","(3.62e+03,4e+03]","3"
"1022","1","0","1","(16.2,19]","(7.2,10.8]","(11,14]","0","0","1","(1.7e+03,1.8e+03]","[0.497,1]","[-0.019,3.8]","(57.8,64.1]","(0.46,0.64]","(92,104]","(2.75,4.5]","[-0.02,4]","(392,784]","(1.7e+03,1.85e+03]","(3.62e+03,4e+03]","3"
"1073","0","1","0","(13.4,16.2]","(3.6,7.2]","(8,11]","0","1","1","(1.3e+03,1.4e+03]","[0.497,1]","[-0.019,3.8]","(26.8,33]","(0.46,0.64]","[79.9,92]","(6.25,8.01]","[-0.02,4]","(784,1.18e+03]","(1.55e+03,1.7e+03]","(2.5e+03,2.87e+03]","3"
"1099","0","0","1","(7.8,10.6]","[-0.018,3.6]","(5,8]","1","0","1","(1.8e+03,1.9e+03]","[0.497,1]","(3.8,7.6]","(57.8,64.1]","(0.82,1]","(128,140]","(6.25,8.01]","(8,12]","[-1.96,392]","(1.7e+03,1.85e+03]","(2.5e+03,2.87e+03]","3"
"1104","1","0","0","(16.2,19]","[-0.018,3.6]","(11,14]","1","0","0","(1.3e+03,1.4e+03]","(1,1.5]","[-0.019,3.8]","(8.2,14.4]","[0.0991,0.28]","(104,116]","[0.993,2.75]","(12,16]","(784,1.18e+03]","(1.55e+03,1.7e+03]","(2.87e+03,3.25e+03]","3"
"1113","1","1","1","(13.4,16.2]","(3.6,7.2]","(8,11]","0","0","1","[500,601]","[0.497,1]","[-0.019,3.8]","(51.6,57.8]","(0.28,0.46]","(176,188]","[0.993,2.75]","(4,8]","(1.18e+03,1.57e+03]","(1.25e+03,1.4e+03]","(3.62e+03,4e+03]","3"
"1115","1","0","0","(16.2,19]","(7.2,10.8]","(8,11]","1","0","0","(700,800]","(1,1.5]","[-0.019,3.8]","(57.8,64.1]","[0.0991,0.28]","[79.9,92]","[0.993,2.75]","(4,8]","[-1.96,392]","[499,650]","(3.62e+03,4e+03]","3"
"1122","1","1","1","(13.4,16.2]","(7.2,10.8]","(5,8]","0","1","0","(1.5e+03,1.6e+03]","(1,1.5]","(11.4,15.2]","(33,39.2]","[0.0991,0.28]","(164,176]","(4.5,6.25]","(16,20]","[-1.96,392]","(1.25e+03,1.4e+03]","(2.87e+03,3.25e+03]","3"
"1123","0","1","0","(13.4,16.2]","(7.2,10.8]","(8,11]","0","1","0","(1.8e+03,1.9e+03]","(2,2.5]","(3.8,7.6]","(39.2,45.4]","(0.28,0.46]","(140,152]","(6.25,8.01]","(4,8]","[-1.96,392]","(1.85e+03,2e+03]","(2.5e+03,2.87e+03]","3"
"1131","1","0","1","(10.6,13.4]","(3.6,7.2]","(17,20]","1","0","0","(1.9e+03,2e+03]","(1.5,2]","[-0.019,3.8]","(26.8,33]","(0.82,1]","(140,152]","[0.993,2.75]","(16,20]","(392,784]","(1.55e+03,1.7e+03]","(2.87e+03,3.25e+03]","3"
"1154","1","1","1","[4.99,7.8]","[-0.018,3.6]","(5,8]","0","1","1","(1.5e+03,1.6e+03]","(1,1.5]","[-0.019,3.8]","(33,39.2]","(0.28,0.46]","(104,116]","(4.5,6.25]","(4,8]","(784,1.18e+03]","(1.4e+03,1.55e+03]","(3.25e+03,3.62e+03]","3"
"1177","1","1","0","[4.99,7.8]","(3.6,7.2]","[1.98,5]","0","1","0","(1.5e+03,1.6e+03]","(1,1.5]","(11.4,15.2]","(8.2,14.4]","(0.46,0.64]","(176,188]","(2.75,4.5]","(12,16]","(784,1.18e+03]","(1.1e+03,1.25e+03]","(2.5e+03,2.87e+03]","3"
"1181","1","1","0","(10.6,13.4]","(7.2,10.8]","[1.98,5]","1","1","0","(1.4e+03,1.5e+03]","(1.5,2]","[-0.019,3.8]","(20.6,26.8]","[0.0991,0.28]","(140,152]","(4.5,6.25]","[-0.02,4]","[-1.96,392]","[499,650]","(3.62e+03,4e+03]","3"
"1189","1","1","1","(16.2,19]","[-0.018,3.6]","(14,17]","1","1","1","(700,800]","(2,2.5]","(3.8,7.6]","(33,39.2]","(0.46,0.64]","(176,188]","(6.25,8.01]","(8,12]","(784,1.18e+03]","(1.55e+03,1.7e+03]","(3.62e+03,4e+03]","3"
"1192","1","1","0","(7.8,10.6]","[-0.018,3.6]","(8,11]","1","1","1","(900,1e+03]","(2,2.5]","(11.4,15.2]","(8.2,14.4]","[0.0991,0.28]","(164,176]","(6.25,8.01]","(16,20]","(1.18e+03,1.57e+03]","(1.4e+03,1.55e+03]","(2.87e+03,3.25e+03]","3"
"1207","1","0","1","(10.6,13.4]","(3.6,7.2]","(14,17]","1","0","0","(1.8e+03,1.9e+03]","(1.5,2]","[-0.019,3.8]","(45.4,51.6]","[0.0991,0.28]","(176,188]","(4.5,6.25]","[-0.02,4]","(784,1.18e+03]","(949,1.1e+03]","(3.62e+03,4e+03]","3"
"1213","0","1","0","(10.6,13.4]","(7.2,10.8]","(11,14]","0","1","1","(800,900]","(2,2.5]","(7.6,11.4]","(20.6,26.8]","(0.64,0.82]","(140,152]","(2.75,4.5]","(12,16]","(1.18e+03,1.57e+03]","(1.25e+03,1.4e+03]","(3.62e+03,4e+03]","3"
"1218","0","1","1","(13.4,16.2]","(3.6,7.2]","(17,20]","1","1","0","(1.4e+03,1.5e+03]","[0.497,1]","(3.8,7.6]","(51.6,57.8]","(0.46,0.64]","(176,188]","(6.25,8.01]","(8,12]","(784,1.18e+03]","(1.4e+03,1.55e+03]","(2.87e+03,3.25e+03]","3"
"1227","1","0","1","(10.6,13.4]","[-0.018,3.6]","(8,11]","1","0","0","(601,700]","(2,2.5]","[-0.019,3.8]","(33,39.2]","(0.64,0.82]","(116,128]","(2.75,4.5]","(12,16]","(392,784]","(949,1.1e+03]","(3.62e+03,4e+03]","3"
"1234","1","0","0","(10.6,13.4]","(7.2,10.8]","(14,17]","1","0","1","(1.1e+03,1.2e+03]","(2.5,3]","[-0.019,3.8]","(57.8,64.1]","(0.28,0.46]","[79.9,92]","[0.993,2.75]","(4,8]","(784,1.18e+03]","(1.55e+03,1.7e+03]","(3.62e+03,4e+03]","3"
"1240","0","0","1","(10.6,13.4]","[-0.018,3.6]","(14,17]","0","0","0","(1.2e+03,1.3e+03]","(1.5,2]","[-0.019,3.8]","(33,39.2]","[0.0991,0.28]","(140,152]","[0.993,2.75]","(8,12]","(1.18e+03,1.57e+03]","(1.7e+03,1.85e+03]","(3.25e+03,3.62e+03]","3"
"1253","0","1","0","(16.2,19]","[-0.018,3.6]","(11,14]","1","1","1","(900,1e+03]","[0.497,1]","[-0.019,3.8]","(26.8,33]","(0.46,0.64]","[79.9,92]","(4.5,6.25]","[-0.02,4]","(392,784]","(799,949]","(3.25e+03,3.62e+03]","3"
"1257","0","1","0","[4.99,7.8]","[-0.018,3.6]","(8,11]","0","0","0","(1.7e+03,1.8e+03]","[0.497,1]","(3.8,7.6]","(8.2,14.4]","(0.64,0.82]","(176,188]","(4.5,6.25]","(8,12]","(784,1.18e+03]","(799,949]","(2.87e+03,3.25e+03]","3"
"1263","0","1","1","(16.2,19]","(14.4,18]","[1.98,5]","1","1","0","(1.4e+03,1.5e+03]","(2,2.5]","(7.6,11.4]","(26.8,33]","(0.82,1]","(152,164]","(6.25,8.01]","(8,12]","(1.57e+03,1.96e+03]","(1.55e+03,1.7e+03]","(3.62e+03,4e+03]","3"
"1270","1","1","1","[4.99,7.8]","[-0.018,3.6]","(8,11]","0","1","0","(1.5e+03,1.6e+03]","[0.497,1]","[-0.019,3.8]","(51.6,57.8]","(0.28,0.46]","(128,140]","(2.75,4.5]","[-0.02,4]","[-1.96,392]","(1.7e+03,1.85e+03]","(3.25e+03,3.62e+03]","3"
"1280","0","0","1","(16.2,19]","[-0.018,3.6]","(14,17]","0","0","1","(1.6e+03,1.7e+03]","[0.497,1]","(11.4,15.2]","(57.8,64.1]","(0.28,0.46]","(164,176]","[0.993,2.75]","(12,16]","(1.18e+03,1.57e+03]","(1.7e+03,1.85e+03]","(3.25e+03,3.62e+03]","3"
"1282","0","1","0","(10.6,13.4]","(7.2,10.8]","(8,11]","0","1","1","(1.3e+03,1.4e+03]","(1,1.5]","(3.8,7.6]","[1.94,8.2]","[0.0991,0.28]","(152,164]","(4.5,6.25]","(4,8]","(1.18e+03,1.57e+03]","(1.7e+03,1.85e+03]","(3.62e+03,4e+03]","3"
"1286","0","1","0","(16.2,19]","(14.4,18]","(5,8]","1","1","0","(1.7e+03,1.8e+03]","(1.5,2]","[-0.019,3.8]","(8.2,14.4]","(0.64,0.82]","(92,104]","[0.993,2.75]","[-0.02,4]","(392,784]","(799,949]","(2.87e+03,3.25e+03]","3"
"1288","1","1","1","(13.4,16.2]","(10.8,14.4]","(17,20]","1","1","1","(800,900]","(1,1.5]","[-0.019,3.8]","(45.4,51.6]","(0.64,0.82]","(140,152]","(4.5,6.25]","(12,16]","(392,784]","(949,1.1e+03]","(3.62e+03,4e+03]","3"
"1301","0","1","0","(10.6,13.4]","(3.6,7.2]","(17,20]","0","1","0","(601,700]","(1,1.5]","(3.8,7.6]","[1.94,8.2]","(0.82,1]","(152,164]","[0.993,2.75]","(16,20]","(784,1.18e+03]","(1.4e+03,1.55e+03]","(3.62e+03,4e+03]","3"
"1304","1","1","0","(10.6,13.4]","[-0.018,3.6]","(17,20]","0","1","0","(800,900]","(2.5,3]","[-0.019,3.8]","(26.8,33]","(0.28,0.46]","(188,200]","[0.993,2.75]","(16,20]","[-1.96,392]","(1.55e+03,1.7e+03]","(3.25e+03,3.62e+03]","3"
"1305","1","1","0","(7.8,10.6]","[-0.018,3.6]","[1.98,5]","1","0","0","(1e+03,1.1e+03]","(1.5,2]","[-0.019,3.8]","(57.8,64.1]","(0.64,0.82]","[79.9,92]","(6.25,8.01]","(12,16]","[-1.96,392]","(1.85e+03,2e+03]","(3.62e+03,4e+03]","3"
"1317","0","1","1","(7.8,10.6]","(7.2,10.8]","(14,17]","0","1","0","(1.9e+03,2e+03]","(2.5,3]","[-0.019,3.8]","(57.8,64.1]","(0.82,1]","(128,140]","(4.5,6.25]","[-0.02,4]","(1.18e+03,1.57e+03]","(1.85e+03,2e+03]","(3.62e+03,4e+03]","3"
"1320","0","1","0","(10.6,13.4]","[-0.018,3.6]","(11,14]","1","0","1","(900,1e+03]","(2,2.5]","(7.6,11.4]","(14.4,20.6]","(0.64,0.82]","(116,128]","(6.25,8.01]","(16,20]","(784,1.18e+03]","(1.25e+03,1.4e+03]","(3.62e+03,4e+03]","3"
"1339","1","0","1","(7.8,10.6]","(3.6,7.2]","(5,8]","0","0","0","(1.8e+03,1.9e+03]","(1,1.5]","(3.8,7.6]","(8.2,14.4]","[0.0991,0.28]","(176,188]","[0.993,2.75]","(16,20]","[-1.96,392]","[499,650]","(3.62e+03,4e+03]","3"
"1340","0","1","0","(13.4,16.2]","[-0.018,3.6]","(11,14]","1","1","0","(1.9e+03,2e+03]","[0.497,1]","[-0.019,3.8]","(14.4,20.6]","[0.0991,0.28]","(92,104]","(6.25,8.01]","[-0.02,4]","[-1.96,392]","(650,799]","(2.87e+03,3.25e+03]","3"
"1347","1","1","1","(7.8,10.6]","[-0.018,3.6]","(14,17]","1","1","1","(1.4e+03,1.5e+03]","(2.5,3]","[-0.019,3.8]","(14.4,20.6]","(0.28,0.46]","(176,188]","(6.25,8.01]","[-0.02,4]","[-1.96,392]","(1.7e+03,1.85e+03]","(3.25e+03,3.62e+03]","3"
