"","blue","dual_sim","four_g","three_g","touch_screen","wifi","battery_power","clock_speed","fc","int_memory","m_dep","mobile_wt","n_cores","pc","px_height","px_width","ram","sc_h","sc_w","talk_time","price_range"
"70","0","1","1","1","1","0","(1.1e+03,1.2e+03]","(1,1.5]","[-0.019,3.8]","(39.2,45.4]","(0.64,0.82]","[79.9,92]","(2.75,4.5]","[-0.02,4]","[-1.96,392]","[499,650]","(3.62e+03,4e+03]","[4.99,7.8]","[-0.018,3.6]","(5,8]","3"
"71","1","1","1","1","1","1","(1.4e+03,1.5e+03]","[0.497,1]","(3.8,7.6]","(39.2,45.4]","(0.64,0.82]","(128,140]","(6.25,8.01]","(8,12]","(392,784]","(1.7e+03,1.85e+03]","(3.25e+03,3.62e+03]","(10.6,13.4]","(10.8,14.4]","[1.98,5]","3"
"74","0","0","0","1","1","1","(1e+03,1.1e+03]","(1,1.5]","[-0.019,3.8]","(39.2,45.4]","(0.64,0.82]","(140,152]","[0.993,2.75]","(4,8]","[-1.96,392]","[499,650]","(3.62e+03,4e+03]","(10.6,13.4]","[-0.018,3.6]","(11,14]","3"
"79","1","1","1","1","0","1","(1.1e+03,1.2e+03]","(2,2.5]","(11.4,15.2]","(14.4,20.6]","[0.0991,0.28]","(104,116]","(2.75,4.5]","(16,20]","(784,1.18e+03]","(1.55e+03,1.7e+03]","(3.25e+03,3.62e+03]","(16.2,19]","(10.8,14.4]","(8,11]","3"
"81","1","1","1","1","1","1","(1.5e+03,1.6e+03]","[0.497,1]","[-0.019,3.8]","(57.8,64.1]","(0.82,1]","[79.9,92]","(6.25,8.01]","(4,8]","[-1.96,392]","(1.1e+03,1.25e+03]","(3.25e+03,3.62e+03]","(16.2,19]","(7.2,10.8]","(5,8]","3"
"83","1","1","0","0","1","1","(1.5e+03,1.6e+03]","[0.497,1]","[-0.019,3.8]","(39.2,45.4]","(0.82,1]","(176,188]","(4.5,6.25]","[-0.02,4]","(392,784]","(1.7e+03,1.85e+03]","(3.25e+03,3.62e+03]","(7.8,10.6]","(3.6,7.2]","(8,11]","3"
"88","1","1","1","1","0","0","(1e+03,1.1e+03]","(2.5,3]","[-0.019,3.8]","(57.8,64.1]","(0.64,0.82]","(176,188]","(2.75,4.5]","(8,12]","(784,1.18e+03]","(1.1e+03,1.25e+03]","(2.88e+03,3.25e+03]","(10.6,13.4]","[-0.018,3.6]","[1.98,5]","3"
"91","0","1","1","1","1","0","(1.7e+03,1.8e+03]","(1.5,2]","[-0.019,3.8]","(51.6,57.8]","(0.46,0.64]","(176,188]","(2.75,4.5]","(4,8]","(1.57e+03,1.96e+03]","(1.85e+03,2e+03]","(2.5e+03,2.88e+03]","(16.2,19]","[-0.018,3.6]","(14,17]","3"
"96","1","0","0","1","1","1","(1.1e+03,1.2e+03]","[0.497,1]","(15.2,19]","[1.94,8.2]","(0.82,1]","(188,200]","(2.75,4.5]","(16,20]","(784,1.18e+03]","(1.1e+03,1.25e+03]","(3.25e+03,3.62e+03]","(10.6,13.4]","(3.6,7.2]","(11,14]","3"
"101","1","0","1","1","0","0","(1.8e+03,1.9e+03]","[0.497,1]","[-0.019,3.8]","(8.2,14.4]","(0.28,0.46]","(140,152]","(4.5,6.25]","(12,16]","(784,1.18e+03]","(1.7e+03,1.85e+03]","(2.5e+03,2.88e+03]","(13.4,16.2]","(7.2,10.8]","(17,20]","3"
"107","0","1","0","0","1","1","(1.6e+03,1.7e+03]","(1.5,2]","(3.8,7.6]","(20.6,26.8]","(0.82,1]","(164,176]","(4.5,6.25]","(8,12]","(784,1.18e+03]","(1.55e+03,1.7e+03]","(2.5e+03,2.88e+03]","(10.6,13.4]","(3.6,7.2]","(8,11]","3"
"108","1","0","0","1","0","0","(1.6e+03,1.7e+03]","(2,2.5]","[-0.019,3.8]","(39.2,45.4]","[0.0991,0.28]","(188,200]","(4.5,6.25]","(12,16]","(1.57e+03,1.96e+03]","(1.7e+03,1.85e+03]","(2.5e+03,2.88e+03]","(16.2,19]","[-0.018,3.6]","(11,14]","3"
"109","1","1","0","1","1","1","(1.1e+03,1.2e+03]","(1.5,2]","[-0.019,3.8]","(45.4,51.6]","(0.28,0.46]","[79.9,92]","[0.993,2.75]","[-0.02,4]","[-1.96,392]","(1.7e+03,1.85e+03]","(2.88e+03,3.25e+03]","(16.2,19]","(14.4,18]","(8,11]","3"
"110","1","0","0","1","1","1","(1.7e+03,1.8e+03]","(1,1.5]","[-0.019,3.8]","(39.2,45.4]","[0.0991,0.28]","(152,164]","[0.993,2.75]","(4,8]","(1.57e+03,1.96e+03]","(1.85e+03,2e+03]","(2.13e+03,2.5e+03]","(16.2,19]","(10.8,14.4]","(11,14]","3"
"115","0","0","1","1","0","1","(1.8e+03,1.9e+03]","[0.497,1]","(7.6,11.4]","(20.6,26.8]","(0.46,0.64]","(152,164]","(6.25,8.01]","(16,20]","(784,1.18e+03]","(1.1e+03,1.25e+03]","(3.25e+03,3.62e+03]","(7.8,10.6]","[-0.018,3.6]","(17,20]","3"
"116","1","0","1","1","1","1","(1.9e+03,2e+03]","(2,2.5]","[-0.019,3.8]","(14.4,20.6]","[0.0991,0.28]","[79.9,92]","(6.25,8.01]","(8,12]","(784,1.18e+03]","(1.55e+03,1.7e+03]","(2.5e+03,2.88e+03]","(10.6,13.4]","[-0.018,3.6]","(11,14]","3"
"122","1","1","1","1","1","0","(701,800]","(2,2.5]","[-0.019,3.8]","(8.2,14.4]","(0.46,0.64]","[79.9,92]","(2.75,4.5]","[-0.02,4]","(1.18e+03,1.57e+03]","(1.7e+03,1.85e+03]","(2.88e+03,3.25e+03]","(16.2,19]","(10.8,14.4]","[1.98,5]","3"
"123","1","1","0","0","1","0","(800,900]","[0.497,1]","(3.8,7.6]","(51.6,57.8]","(0.82,1]","(128,140]","(2.75,4.5]","(8,12]","(392,784]","(800,949]","(3.25e+03,3.62e+03]","(7.8,10.6]","(3.6,7.2]","(5,8]","3"
"124","0","0","1","1","1","1","(1.3e+03,1.4e+03]","(1,1.5]","(3.8,7.6]","(33,39.2]","(0.64,0.82]","(188,200]","[0.993,2.75]","(4,8]","(392,784]","(1.25e+03,1.4e+03]","(3.25e+03,3.62e+03]","[4.99,7.8]","(3.6,7.2]","(14,17]","3"
"126","0","0","0","0","0","1","(1.6e+03,1.7e+03]","(2.5,3]","(3.8,7.6]","(14.4,20.6]","(0.46,0.64]","[79.9,92]","[0.993,2.75]","(16,20]","(784,1.18e+03]","(800,949]","(3.25e+03,3.62e+03]","(16.2,19]","(10.8,14.4]","(8,11]","3"
"129","0","1","0","1","0","1","(1.9e+03,2e+03]","[0.497,1]","(7.6,11.4]","(26.8,33]","(0.46,0.64]","(176,188]","(2.75,4.5]","(12,16]","(392,784]","(1.7e+03,1.85e+03]","(3.62e+03,4e+03]","(10.6,13.4]","[-0.018,3.6]","(5,8]","3"
"131","0","1","0","1","0","1","(1.4e+03,1.5e+03]","(1.5,2]","[-0.019,3.8]","(51.6,57.8]","(0.64,0.82]","(92,104]","(6.25,8.01]","[-0.02,4]","[-1.96,392]","(800,949]","(3.62e+03,4e+03]","(16.2,19]","(3.6,7.2]","(5,8]","3"
"138","0","1","1","1","1","1","(800,900]","[0.497,1]","(3.8,7.6]","(45.4,51.6]","(0.46,0.64]","(176,188]","(6.25,8.01]","(4,8]","(392,784]","(1.55e+03,1.7e+03]","(3.62e+03,4e+03]","(10.6,13.4]","(10.8,14.4]","[1.98,5]","3"
"143","1","0","1","1","1","1","(1.5e+03,1.6e+03]","(2,2.5]","(3.8,7.6]","(39.2,45.4]","(0.28,0.46]","(128,140]","[0.993,2.75]","(4,8]","(784,1.18e+03]","(1.1e+03,1.25e+03]","(3.62e+03,4e+03]","(16.2,19]","(14.4,18]","(14,17]","3"
"146","0","1","1","1","0","0","(1.8e+03,1.9e+03]","(1,1.5]","[-0.019,3.8]","(8.2,14.4]","(0.28,0.46]","(140,152]","[0.993,2.75]","[-0.02,4]","(392,784]","(650,800]","(3.25e+03,3.62e+03]","(16.2,19]","(10.8,14.4]","(14,17]","3"
"148","0","1","1","1","0","0","(1.4e+03,1.5e+03]","(2,2.5]","[-0.019,3.8]","(39.2,45.4]","(0.46,0.64]","(140,152]","(6.25,8.01]","[-0.02,4]","(1.18e+03,1.57e+03]","(1.25e+03,1.4e+03]","(3.62e+03,4e+03]","(13.4,16.2]","[-0.018,3.6]","[1.98,5]","3"
"152","0","1","0","0","1","1","(701,800]","(2,2.5]","(3.8,7.6]","(51.6,57.8]","[0.0991,0.28]","(188,200]","(6.25,8.01]","(12,16]","(392,784]","(1.25e+03,1.4e+03]","(3.25e+03,3.62e+03]","(13.4,16.2]","(10.8,14.4]","(11,14]","3"
"159","0","0","0","0","0","0","(1.3e+03,1.4e+03]","(2.5,3]","[-0.019,3.8]","(26.8,33]","(0.46,0.64]","(188,200]","(4.5,6.25]","[-0.02,4]","(1.57e+03,1.96e+03]","(1.85e+03,2e+03]","(3.62e+03,4e+03]","(16.2,19]","[-0.018,3.6]","(17,20]","3"
"166","0","1","1","1","0","1","[500,601]","(1,1.5]","[-0.019,3.8]","(26.8,33]","(0.64,0.82]","(176,188]","(2.75,4.5]","(4,8]","(392,784]","(949,1.1e+03]","(3.62e+03,4e+03]","(16.2,19]","(14.4,18]","(8,11]","3"
"169","0","0","1","1","0","0","(1.5e+03,1.6e+03]","[0.497,1]","[-0.019,3.8]","(57.8,64.1]","[0.0991,0.28]","(152,164]","(6.25,8.01]","(4,8]","(784,1.18e+03]","(1.85e+03,2e+03]","(2.13e+03,2.5e+03]","(10.6,13.4]","(7.2,10.8]","(8,11]","3"
"171","1","1","1","1","1","0","(1.2e+03,1.3e+03]","[0.497,1]","[-0.019,3.8]","(26.8,33]","(0.46,0.64]","(92,104]","(6.25,8.01]","(4,8]","[-1.96,392]","(800,949]","(3.62e+03,4e+03]","[4.99,7.8]","[-0.018,3.6]","(11,14]","3"
"175","0","1","1","1","0","0","[500,601]","[0.497,1]","[-0.019,3.8]","(14.4,20.6]","(0.82,1]","(188,200]","(4.5,6.25]","[-0.02,4]","(392,784]","(1.1e+03,1.25e+03]","(3.62e+03,4e+03]","(13.4,16.2]","(10.8,14.4]","(17,20]","3"
"178","0","1","0","1","0","0","(1.9e+03,2e+03]","(1,1.5]","[-0.019,3.8]","(20.6,26.8]","[0.0991,0.28]","(92,104]","(4.5,6.25]","[-0.02,4]","(784,1.18e+03]","(1.1e+03,1.25e+03]","(2.13e+03,2.5e+03]","(13.4,16.2]","(7.2,10.8]","(17,20]","3"
"184","1","1","0","1","0","0","(900,1e+03]","(2.5,3]","(11.4,15.2]","(14.4,20.6]","(0.82,1]","[79.9,92]","(2.75,4.5]","(16,20]","(392,784]","(1.55e+03,1.7e+03]","(3.62e+03,4e+03]","(13.4,16.2]","[-0.018,3.6]","(5,8]","3"
"185","1","0","0","1","1","0","(1.5e+03,1.6e+03]","(1,1.5]","[-0.019,3.8]","(51.6,57.8]","[0.0991,0.28]","(128,140]","(4.5,6.25]","(8,12]","[-1.96,392]","[499,650]","(3.62e+03,4e+03]","(16.2,19]","(10.8,14.4]","(14,17]","3"
"188","1","1","1","1","1","1","(1.9e+03,2e+03]","(2.5,3]","[-0.019,3.8]","(45.4,51.6]","[0.0991,0.28]","(92,104]","[0.993,2.75]","(16,20]","(392,784]","(1.25e+03,1.4e+03]","(2.88e+03,3.25e+03]","(10.6,13.4]","(7.2,10.8]","[1.98,5]","3"
"190","0","1","0","1","1","1","(1.8e+03,1.9e+03]","(1,1.5]","[-0.019,3.8]","(39.2,45.4]","(0.82,1]","(140,152]","(4.5,6.25]","(4,8]","(392,784]","(1.25e+03,1.4e+03]","(3.62e+03,4e+03]","(16.2,19]","(3.6,7.2]","(11,14]","3"
"193","1","1","1","1","1","1","(1.4e+03,1.5e+03]","[0.497,1]","(3.8,7.6]","(57.8,64.1]","(0.28,0.46]","(140,152]","(6.25,8.01]","(4,8]","(1.18e+03,1.57e+03]","(1.4e+03,1.55e+03]","(3.25e+03,3.62e+03]","(16.2,19]","(7.2,10.8]","(5,8]","3"
"194","1","0","1","1","1","1","(1.5e+03,1.6e+03]","(2,2.5]","(3.8,7.6]","(51.6,57.8]","[0.0991,0.28]","(116,128]","[0.993,2.75]","(4,8]","[-1.96,392]","[499,650]","(3.62e+03,4e+03]","(16.2,19]","(10.8,14.4]","(8,11]","3"
"198","0","0","1","1","0","1","(1.3e+03,1.4e+03]","(1.5,2]","[-0.019,3.8]","(57.8,64.1]","(0.64,0.82]","(104,116]","(2.75,4.5]","(4,8]","[-1.96,392]","(1.1e+03,1.25e+03]","(3.25e+03,3.62e+03]","(13.4,16.2]","[-0.018,3.6]","[1.98,5]","3"
"209","1","1","1","1","1","1","(601,701]","(1,1.5]","[-0.019,3.8]","(45.4,51.6]","[0.0991,0.28]","(104,116]","(6.25,8.01]","[-0.02,4]","(392,784]","(1.4e+03,1.55e+03]","(3.62e+03,4e+03]","(16.2,19]","(14.4,18]","(5,8]","3"
"210","1","1","1","1","1","0","(1.2e+03,1.3e+03]","[0.497,1]","[-0.019,3.8]","(33,39.2]","(0.28,0.46]","(140,152]","(4.5,6.25]","(4,8]","[-1.96,392]","(1.4e+03,1.55e+03]","(3.25e+03,3.62e+03]","(16.2,19]","(14.4,18]","(5,8]","3"
"216","1","0","1","1","1","1","(1.9e+03,2e+03]","[0.497,1]","[-0.019,3.8]","(51.6,57.8]","(0.82,1]","(176,188]","(2.75,4.5]","(4,8]","(784,1.18e+03]","(1.4e+03,1.55e+03]","(2.88e+03,3.25e+03]","(16.2,19]","(3.6,7.2]","(5,8]","3"
"220","0","0","0","0","1","0","(1.5e+03,1.6e+03]","(1,1.5]","(3.8,7.6]","(45.4,51.6]","[0.0991,0.28]","[79.9,92]","(4.5,6.25]","(4,8]","(1.57e+03,1.96e+03]","(1.85e+03,2e+03]","(3.62e+03,4e+03]","(10.6,13.4]","(7.2,10.8]","[1.98,5]","3"
"223","1","1","0","0","0","0","(1.2e+03,1.3e+03]","(2,2.5]","(7.6,11.4]","(8.2,14.4]","(0.46,0.64]","(104,116]","(2.75,4.5]","(8,12]","(392,784]","(1.4e+03,1.55e+03]","(3.62e+03,4e+03]","(10.6,13.4]","(10.8,14.4]","(8,11]","3"
"225","1","1","0","0","0","0","(1.6e+03,1.7e+03]","(2.5,3]","[-0.019,3.8]","(33,39.2]","[0.0991,0.28]","(164,176]","(2.75,4.5]","[-0.02,4]","(392,784]","(1.4e+03,1.55e+03]","(2.88e+03,3.25e+03]","(13.4,16.2]","(10.8,14.4]","[1.98,5]","3"
"226","1","0","1","1","1","1","(1.6e+03,1.7e+03]","(1,1.5]","[-0.019,3.8]","(14.4,20.6]","[0.0991,0.28]","(188,200]","[0.993,2.75]","(4,8]","(784,1.18e+03]","(1.55e+03,1.7e+03]","(2.88e+03,3.25e+03]","(10.6,13.4]","(3.6,7.2]","(5,8]","3"
"227","1","1","1","1","1","1","(1.7e+03,1.8e+03]","(2,2.5]","(15.2,19]","(45.4,51.6]","[0.0991,0.28]","(104,116]","[0.993,2.75]","(16,20]","[-1.96,392]","[499,650]","(3.25e+03,3.62e+03]","[4.99,7.8]","(3.6,7.2]","(14,17]","3"
"230","0","0","0","0","1","1","(1.6e+03,1.7e+03]","(1.5,2]","(15.2,19]","(20.6,26.8]","(0.28,0.46]","(116,128]","(2.75,4.5]","(16,20]","(784,1.18e+03]","(1.1e+03,1.25e+03]","(2.5e+03,2.88e+03]","[4.99,7.8]","[-0.018,3.6]","(5,8]","3"
"231","0","0","0","0","0","0","(1.4e+03,1.5e+03]","[0.497,1]","[-0.019,3.8]","(33,39.2]","(0.64,0.82]","(104,116]","(4.5,6.25]","(4,8]","(1.18e+03,1.57e+03]","(1.55e+03,1.7e+03]","(2.88e+03,3.25e+03]","(13.4,16.2]","(7.2,10.8]","(17,20]","3"
"232","1","1","0","0","1","1","(1.3e+03,1.4e+03]","(1.5,2]","(3.8,7.6]","(8.2,14.4]","(0.28,0.46]","(104,116]","[0.993,2.75]","(4,8]","(392,784]","(1.25e+03,1.4e+03]","(3.62e+03,4e+03]","(10.6,13.4]","(7.2,10.8]","(5,8]","3"
"238","1","1","1","1","1","1","(1.7e+03,1.8e+03]","(2,2.5]","(11.4,15.2]","[1.94,8.2]","[0.0991,0.28]","(176,188]","(4.5,6.25]","(12,16]","(392,784]","(949,1.1e+03]","(3.62e+03,4e+03]","[4.99,7.8]","[-0.018,3.6]","(5,8]","3"
"243","1","0","1","1","0","0","(800,900]","[0.497,1]","[-0.019,3.8]","(45.4,51.6]","(0.28,0.46]","(152,164]","(4.5,6.25]","(16,20]","(392,784]","(800,949]","(3.62e+03,4e+03]","(7.8,10.6]","[-0.018,3.6]","[1.98,5]","3"
"245","0","0","1","1","0","0","(1.8e+03,1.9e+03]","(2.5,3]","(3.8,7.6]","(33,39.2]","(0.28,0.46]","(128,140]","(6.25,8.01]","(12,16]","[-1.96,392]","(1.1e+03,1.25e+03]","(3.62e+03,4e+03]","(7.8,10.6]","(3.6,7.2]","(8,11]","3"
"246","1","1","0","1","0","0","(1.3e+03,1.4e+03]","[0.497,1]","[-0.019,3.8]","(45.4,51.6]","[0.0991,0.28]","(116,128]","(6.25,8.01]","(8,12]","[-1.96,392]","(650,800]","(3.62e+03,4e+03]","(7.8,10.6]","[-0.018,3.6]","(11,14]","3"
"260","1","1","1","1","1","1","(1.5e+03,1.6e+03]","(1.5,2]","(3.8,7.6]","[1.94,8.2]","(0.46,0.64]","(152,164]","(4.5,6.25]","(16,20]","[-1.96,392]","(1.55e+03,1.7e+03]","(3.25e+03,3.62e+03]","(7.8,10.6]","[-0.018,3.6]","[1.98,5]","3"
"265","0","0","0","1","0","1","(1.7e+03,1.8e+03]","(2.5,3]","(7.6,11.4]","(14.4,20.6]","(0.64,0.82]","(176,188]","[0.993,2.75]","(12,16]","(784,1.18e+03]","(1.7e+03,1.85e+03]","(3.25e+03,3.62e+03]","(13.4,16.2]","[-0.018,3.6]","(14,17]","3"
"267","0","0","1","1","1","0","(1.8e+03,1.9e+03]","[0.497,1]","(7.6,11.4]","(39.2,45.4]","(0.28,0.46]","[79.9,92]","(4.5,6.25]","(12,16]","(392,784]","(1.55e+03,1.7e+03]","(2.5e+03,2.88e+03]","(7.8,10.6]","(7.2,10.8]","(14,17]","3"
"273","1","1","1","1","1","1","(1e+03,1.1e+03]","[0.497,1]","(3.8,7.6]","(39.2,45.4]","(0.28,0.46]","(92,104]","[0.993,2.75]","(8,12]","(392,784]","(1.7e+03,1.85e+03]","(2.88e+03,3.25e+03]","(16.2,19]","(3.6,7.2]","[1.98,5]","3"
"277","0","0","1","1","1","1","(1.6e+03,1.7e+03]","[0.497,1]","[-0.019,3.8]","(57.8,64.1]","(0.64,0.82]","(116,128]","(2.75,4.5]","(12,16]","[-1.96,392]","(1.4e+03,1.55e+03]","(3.62e+03,4e+03]","(7.8,10.6]","(3.6,7.2]","(11,14]","3"
"281","1","0","1","1","0","0","(1.7e+03,1.8e+03]","(2.5,3]","[-0.019,3.8]","(33,39.2]","(0.82,1]","(116,128]","(4.5,6.25]","(16,20]","[-1.96,392]","[499,650]","(3.25e+03,3.62e+03]","(16.2,19]","(14.4,18]","(8,11]","3"
"282","0","1","1","1","0","1","(1.4e+03,1.5e+03]","(1,1.5]","[-0.019,3.8]","(39.2,45.4]","(0.82,1]","(92,104]","(2.75,4.5]","(12,16]","[-1.96,392]","(800,949]","(3.62e+03,4e+03]","(10.6,13.4]","(3.6,7.2]","(17,20]","3"
"287","1","1","0","0","0","0","(601,701]","(1.5,2]","(3.8,7.6]","(14.4,20.6]","(0.28,0.46]","(92,104]","(6.25,8.01]","(4,8]","(1.18e+03,1.57e+03]","(1.85e+03,2e+03]","(2.88e+03,3.25e+03]","(7.8,10.6]","(3.6,7.2]","[1.98,5]","3"
"288","0","0","1","1","1","0","(1.5e+03,1.6e+03]","(2,2.5]","[-0.019,3.8]","(20.6,26.8]","[0.0991,0.28]","(164,176]","(6.25,8.01]","[-0.02,4]","[-1.96,392]","(1.7e+03,1.85e+03]","(3.62e+03,4e+03]","[4.99,7.8]","(3.6,7.2]","[1.98,5]","3"
"291","1","1","0","0","1","1","(1.8e+03,1.9e+03]","(2,2.5]","(7.6,11.4]","(57.8,64.1]","[0.0991,0.28]","(128,140]","[0.993,2.75]","(8,12]","(392,784]","(650,800]","(3.62e+03,4e+03]","(13.4,16.2]","[-0.018,3.6]","(17,20]","3"
"292","0","1","0","0","0","1","(1.5e+03,1.6e+03]","(1.5,2]","(7.6,11.4]","(14.4,20.6]","[0.0991,0.28]","(140,152]","(6.25,8.01]","(12,16]","(392,784]","[499,650]","(3.62e+03,4e+03]","(10.6,13.4]","[-0.018,3.6]","(5,8]","3"
"294","0","0","1","1","1","1","(1.5e+03,1.6e+03]","[0.497,1]","(3.8,7.6]","(45.4,51.6]","(0.46,0.64]","(140,152]","(4.5,6.25]","(12,16]","(784,1.18e+03]","(1.4e+03,1.55e+03]","(2.5e+03,2.88e+03]","(13.4,16.2]","(3.6,7.2]","(8,11]","3"
"297","1","0","0","0","1","0","(1.5e+03,1.6e+03]","(2.5,3]","(3.8,7.6]","(8.2,14.4]","(0.28,0.46]","(116,128]","(6.25,8.01]","(16,20]","[-1.96,392]","(650,800]","(3.25e+03,3.62e+03]","(13.4,16.2]","[-0.018,3.6]","(14,17]","3"
"301","1","0","0","1","1","0","(1.9e+03,2e+03]","(1.5,2]","(15.2,19]","(57.8,64.1]","(0.46,0.64]","(188,200]","[0.993,2.75]","(16,20]","(1.57e+03,1.96e+03]","(1.7e+03,1.85e+03]","(3.25e+03,3.62e+03]","[4.99,7.8]","(3.6,7.2]","(11,14]","3"
"304","1","1","0","0","1","1","(1.4e+03,1.5e+03]","[0.497,1]","(7.6,11.4]","(8.2,14.4]","(0.82,1]","(116,128]","[0.993,2.75]","(12,16]","(784,1.18e+03]","(1.1e+03,1.25e+03]","(3.62e+03,4e+03]","[4.99,7.8]","[-0.018,3.6]","(14,17]","3"
"311","1","1","0","0","1","0","(1.4e+03,1.5e+03]","(1,1.5]","(3.8,7.6]","(39.2,45.4]","(0.46,0.64]","(176,188]","[0.993,2.75]","(4,8]","[-1.96,392]","(1.1e+03,1.25e+03]","(3.25e+03,3.62e+03]","(13.4,16.2]","(10.8,14.4]","(11,14]","3"
"313","0","1","1","1","0","1","(800,900]","[0.497,1]","[-0.019,3.8]","(45.4,51.6]","(0.46,0.64]","(188,200]","(2.75,4.5]","(12,16]","(1.18e+03,1.57e+03]","(1.4e+03,1.55e+03]","(3.25e+03,3.62e+03]","(10.6,13.4]","[-0.018,3.6]","(5,8]","3"
"316","0","0","0","1","0","0","(1.1e+03,1.2e+03]","[0.497,1]","[-0.019,3.8]","(45.4,51.6]","(0.82,1]","(164,176]","(6.25,8.01]","(16,20]","[-1.96,392]","(1.7e+03,1.85e+03]","(3.62e+03,4e+03]","(13.4,16.2]","[-0.018,3.6]","(11,14]","3"
"322","0","1","1","1","0","0","(1.9e+03,2e+03]","[0.497,1]","[-0.019,3.8]","(26.8,33]","(0.64,0.82]","(176,188]","[0.993,2.75]","(12,16]","[-1.96,392]","(1.85e+03,2e+03]","(3.62e+03,4e+03]","(10.6,13.4]","(7.2,10.8]","(17,20]","3"
"323","0","1","0","0","1","0","(1.5e+03,1.6e+03]","(2,2.5]","[-0.019,3.8]","(57.8,64.1]","(0.82,1]","(176,188]","[0.993,2.75]","[-0.02,4]","[-1.96,392]","(1.85e+03,2e+03]","(2.88e+03,3.25e+03]","[4.99,7.8]","(3.6,7.2]","(8,11]","3"
"337","1","1","0","1","1","0","[500,601]","(1,1.5]","[-0.019,3.8]","(45.4,51.6]","(0.82,1]","[79.9,92]","(2.75,4.5]","[-0.02,4]","(784,1.18e+03]","(1.25e+03,1.4e+03]","(3.25e+03,3.62e+03]","(13.4,16.2]","[-0.018,3.6]","(8,11]","3"
"344","1","1","0","0","1","1","(1e+03,1.1e+03]","(2.5,3]","(3.8,7.6]","(33,39.2]","(0.64,0.82]","(116,128]","(6.25,8.01]","(16,20]","(392,784]","(1.1e+03,1.25e+03]","(3.62e+03,4e+03]","(16.2,19]","[-0.018,3.6]","(11,14]","3"
"352","0","1","0","0","0","1","(1.5e+03,1.6e+03]","(2.5,3]","(15.2,19]","[1.94,8.2]","[0.0991,0.28]","(116,128]","(4.5,6.25]","(16,20]","(784,1.18e+03]","(1.4e+03,1.55e+03]","(2.5e+03,2.88e+03]","(16.2,19]","(14.4,18]","(8,11]","3"
"360","1","1","1","1","0","0","(1.9e+03,2e+03]","(2,2.5]","[-0.019,3.8]","(57.8,64.1]","(0.28,0.46]","[79.9,92]","(6.25,8.01]","[-0.02,4]","[-1.96,392]","(1.25e+03,1.4e+03]","(3.62e+03,4e+03]","(7.8,10.6]","(3.6,7.2]","(8,11]","3"
"363","1","1","0","0","1","1","(1.9e+03,2e+03]","[0.497,1]","(3.8,7.6]","(26.8,33]","(0.64,0.82]","(164,176]","[0.993,2.75]","(4,8]","(1.18e+03,1.57e+03]","(1.85e+03,2e+03]","(3.62e+03,4e+03]","(16.2,19]","(10.8,14.4]","(11,14]","3"
"368","0","1","0","1","1","0","(800,900]","(2.5,3]","[-0.019,3.8]","(33,39.2]","(0.64,0.82]","(92,104]","(6.25,8.01]","(16,20]","(1.18e+03,1.57e+03]","(1.85e+03,2e+03]","(2.88e+03,3.25e+03]","(7.8,10.6]","[-0.018,3.6]","(8,11]","3"
"371","1","0","0","0","1","1","(1.1e+03,1.2e+03]","(2.5,3]","(7.6,11.4]","(51.6,57.8]","[0.0991,0.28]","(176,188]","[0.993,2.75]","(8,12]","[-1.96,392]","(1.7e+03,1.85e+03]","(3.25e+03,3.62e+03]","(13.4,16.2]","[-0.018,3.6]","(11,14]","3"
"373","1","1","1","1","1","1","(1.7e+03,1.8e+03]","(1,1.5]","(15.2,19]","(51.6,57.8]","(0.64,0.82]","(128,140]","(4.5,6.25]","(16,20]","(1.18e+03,1.57e+03]","(1.7e+03,1.85e+03]","(2.88e+03,3.25e+03]","[4.99,7.8]","[-0.018,3.6]","(17,20]","3"
"375","1","0","1","1","0","0","(1.3e+03,1.4e+03]","(2,2.5]","(3.8,7.6]","(39.2,45.4]","(0.46,0.64]","(104,116]","(4.5,6.25]","(12,16]","(1.18e+03,1.57e+03]","(1.85e+03,2e+03]","(2.5e+03,2.88e+03]","(7.8,10.6]","[-0.018,3.6]","(5,8]","3"
"380","1","0","1","1","0","1","(1.1e+03,1.2e+03]","(2,2.5]","[-0.019,3.8]","(45.4,51.6]","(0.28,0.46]","(140,152]","[0.993,2.75]","(8,12]","(784,1.18e+03]","(1.7e+03,1.85e+03]","(3.62e+03,4e+03]","(10.6,13.4]","(10.8,14.4]","(5,8]","3"
"386","1","0","1","1","0","0","(1.8e+03,1.9e+03]","(1.5,2]","(3.8,7.6]","(14.4,20.6]","(0.64,0.82]","(128,140]","(2.75,4.5]","(4,8]","[-1.96,392]","(650,800]","(3.25e+03,3.62e+03]","(16.2,19]","(14.4,18]","(5,8]","3"
"387","0","0","1","1","0","0","(1.1e+03,1.2e+03]","(1,1.5]","(11.4,15.2]","(39.2,45.4]","[0.0991,0.28]","(176,188]","(6.25,8.01]","(16,20]","[-1.96,392]","(1.1e+03,1.25e+03]","(3.25e+03,3.62e+03]","(16.2,19]","[-0.018,3.6]","[1.98,5]","3"
"390","0","0","0","1","0","0","(1.7e+03,1.8e+03]","(1,1.5]","[-0.019,3.8]","(57.8,64.1]","(0.46,0.64]","(128,140]","(6.25,8.01]","(8,12]","(392,784]","(1.1e+03,1.25e+03]","(3.62e+03,4e+03]","(13.4,16.2]","[-0.018,3.6]","(17,20]","3"
